Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Вилейский уезд > Красное [54.24667,27.0775]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Вилейский уезд > Кривичи [54.71083,27.28333]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Вилейский уезд > Куренец [54.55639,26.96833]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Вилейский уезд > Лебедзев [54.311528,26.707944]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Вилейский уезд > Молодечно [54.31361,26.85167]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Вилейский уезд > Радошковичи [54.15,27.23333]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Вилейский уезд > Ржечки [54.582963,27.093273]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Виленский уезд > Вильна [54.68333,25.28333]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Виленский уезд > Ворняны [54.72861,26.01028]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Виленский уезд > Гальваны (Гельвяны) [55.067,24.694]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Виленский уезд > Гедройцы [55.077778,25.258333]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Виленский уезд > Гервяты [54.6925,26.14111]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Виленский уезд > Интука [55.161,25.558]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Виленский уезд > Лавришки (Лаваришки) [54.73333,25.65]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Виленский уезд > Маляты [55.23333,25.41667]
Российская империя {+1721-11-02/+1917-09-14} > Виленская губерния {+1795/+1917} > Виленский уезд > Медники [54.53889,25.65]
